context_locale,ip_address,context_page_referring_domain,id,context_app_namespace,context_library_name,context_app_version,total_returns,context_destination_id,event,anonymous_id,timezone,browser,context_source_type,context_screen_inner_width,user_id,network_type,os,region,isp,event_text,context_session_id,fd_name,investment_amount,context_screen_inner_height,context_screen_width,context_destination_type,context_library_version,context_user_agent,eligible_for_women,context_page_initial_referring_domain,fd_type,original_timestamp,sent_at,device_orientation,city,timestamp,uuid_ts,context_page_url,context_app_name,context_timezone,context_source_id,tenure,device_type,context_ip,country,context_page_path,context_page_initial_referrer,received_at,total_interest,context_request_ip,eligible_for_sr_citizen,context_page_referrer,context_screen_density,channel,context_page_tab_url,context_page_title,context_screen_height,name,term,context_session_start,referrer,source,adgroup,fbclid,campaign,adset,medium,placement,device,utm_search,content,gclid,creative,context_page_search,context_campaign_name,context_campaign_source,context_campaign_medium,exp_version,application,gc_name,external_user_id,gc_id,path,product_sub_category,rfq_enabled,extra_return_eligible,financial_product_type,url,product_category,cta_text,kyc_status,amo,irr,obpp_kyc_status,ucc_status,quantities_selected,fd_kyc_status,context_app_install_type,asset_logo,asset_description,mf_investment_type,mf_kyc_status,asset_id,infinite,clicked_with_infinite,infinite_schema_version,infinite_extra_returns,version,country_code,context_campaign_referrer,invested_investor,venue,context_campaign_content,referrer_page,page,experiment_variant,experiment_name,experiment_treatment_percentage,experiment_bucket,investment_source,experiment_skip_asset_details_page_bucket,experience_type,experiment_skip_checkout_experiment_bucket,page_source,asset_category,experiment_skip_checkout_experiment_variant,experiment_skip_asset_details_page_variant,cohort_type,context_traits_obpp_kyc_status,context_traits_gc_id,context_traits_investment_status,investment_status,context_traits_external_user_id,context_traits_gc_name
en-IN,ip_66d61e996d,www.gripinvest.in,3dc7b880-0ca6-4d96-8856-f6e9839d3f83,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,8bb712c7-eae9-4a78-8e10-da242c24c4be,Asia/Kolkata,Safari,Javascript,402,1849406,Unknown,iOS,National Capital Territory of Delhi,Bharti Airtel Ltd. AS for GPRS Service,Invest Now Button Clicked,1778318405062.0,,502,714,402,POSTGRES,3.11.17,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",,,,2026-05-09T15:01:46.317+05:30,2026-05-09T15:01:46.318+05:30,Portrait,New Delhi,2026-05-09T15:01:46.521+05:30,2026-05-09T15:30:33.72+05:30,https://www.gripinvest.in/assetdetails/goi-loan/bonds/rgsec251204/2312,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,6,Phone,ip_ce3a7920da,India,/assetdetails/goi-loan/bonds/rgsec251204/2312,$direct,2026-05-09T15:01:46.522+05:30,,ip_ce3a7920da,,https://www.gripinvest.in/signup,3,web,https://www.gripinvest.in/assetdetails/goi-loan/bonds/rgsec251204/2312,Grow your wealth,874,Not received,Not received,,government bonds investment,google,Not received,Not received,18457637920,Not received,cpc,Not received,Not received,?utm_source=google&utm_medium=cpc&utm_campaign=18457637920&utm_referrer=government%20bonds%20investment&gad_source=1&gad_campaignid=18457637920&gbraid=0AAAAACUmGAP7wBF3E15EHEtIG8Sp3-PhW&gclid=CjwKCAjwtvvPBhBuEiwAPMijr_4unXzpQW4nV8UhTw3eC7-LfVXpHySWARMmYWzwV-W-cdkqaujyoBoC15oQAvD_BwE,Not received,CjwKCAjwtvvPBhBuEiwAPMijr_4unXzpQW4nV8UhTw3eC7-LfVXpHySWARMmYWzwV-W-cdkqaujyoBoC15oQAvD_BwE,Not received,,,,,,Website,,,,/user-kyc,G-SEC,True,,Bonds,https://www.gripinvest.in/assetdetails/goi-loan/bonds/rgsec251204/2312,Corporate Bonds,,True,True,7.0,True,False,5.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/1626/website/logo/image_52.png,GOI Loan,,,2312,not eligible,False,1.0,,IPv4,IN,,False,GRIP,,/user-kyc,/assetdetails/goi-loan/bonds/rgsec251204/2312,,,,,asset_detail_page,,,,,,not_eligible,,,True,,False,False,,
en-us,ip_822272ed24,www.gripinvest.in,99daf0f5-a680-4e93-9584-9b9846034c88,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,a80eaeb9-dec1-450b-b391-12650ac017e9,Asia/Kolkata,Chrome,Javascript,360,1291030,4g,Android,Maharashtra,TATA PLAY BROADBAND PRIVATE LIMITED,Invest Now Button Clicked,1778318603858.0,,49433,664,360,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 14; MT2111 Build/UKQ1.230924.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36",,,,2026-05-09T15:03:42.266+05:30,2026-05-09T15:03:42.268+05:30,Portrait,Pune,2026-05-09T15:03:42.836+05:30,2026-05-09T15:30:33.72+05:30,https://www.gripinvest.in/assetdetails/Akme%20Fintrade%20Ltd./ncd/RCBAK260402/2574,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,32,Phone,ip_822272ed24,India,/assetdetails/Akme%20Fintrade%20Ltd./ncd/RCBAK260402/2574,$direct,2026-05-09T15:03:42.838+05:30,,ip_822272ed24,,https://www.gripinvest.in/external-ui/9700ede7-9338-4879-8dfe-7e40d26d7b11?partner_id=PAR00394IFA&utm_source=ET+money&utm_medium=connect&utm_campaign=gc,3,web,https://www.gripinvest.in/assetdetails/Akme%20Fintrade%20Ltd./ncd/RCBAK260402/2574,Grow your wealth,800,Not received,Not received,,Not received,ET money,Not received,Not received,gc,Not received,connect,Not received,Not received,?partner_id=PAR00394IFA&utm_source=ET+money&utm_medium=connect&utm_campaign=gc,Not received,Not received,Not received,,,,,,Website,ET money,PVT6R3FL,394.0,,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/Akme%20Fintrade%20Ltd./ncd/RCBAK260402/2574,Corporate Bonds,,True,True,12.65,True,False,5.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2573/website/logo/akme_fintradedeallogo.png,Akme Fintrade Ltd.,,,2574,eligible,False,1.0,31.88,IPv4,IN,,False,ET money,,direct,/assetdetails/Akme%20Fintrade%20Ltd./ncd/RCBAK260402/2574,,,,,asset_detail_page,,,,,,gc_excluded,,,True,394.0,False,False,PVT6R3FL,ET money
en-IN,ip_f414abfa0b,www.gripinvest.in,a7320406-0511-4bd2-9666-f2ae93909bee,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,a2bfb563-21ee-4bb8-8a9c-2aaf7c003bd5,Asia/Kolkata,Chrome,Javascript,1366,1232550,4g,Windows,Tamil Nadu,"Bharti Airtel Ltd., Telemedia Services",Invest Now Button Clicked,1778318864869.0,,49433,600,1366,POSTGRES,3.11.17,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",,www.google.com,,2026-05-09T15:04:15.051+05:30,2026-05-09T15:04:15.054+05:30,Landscape,Coimbatore,2026-05-09T15:04:11.21+05:30,2026-05-09T15:30:33.72+05:30,https://www.gripinvest.in/assetdetails/akme-fintrade-ltd./ncd/rcbak260401/2573,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,32,Laptop,ip_f414abfa0b,India,/assetdetails/akme-fintrade-ltd./ncd/rcbak260401/2573,https://www.google.com/,2026-05-09T15:04:11.213+05:30,,ip_f414abfa0b,,https://www.gripinvest.in/,1,web,https://www.gripinvest.in/assetdetails/akme-fintrade-ltd./ncd/rcbak260401/2573,Grow your wealth,768,,,,,,,,,,,,,,,,,,,,,,Website,,,,/assets/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/akme-fintrade-ltd./ncd/rcbak260401/2573,Corporate Bonds,Invest Now,True,True,8.8,True,False,5.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2573/website/logo/akme_fintradedeallogo.png,Akme Fintrade Ltd.,,,2573,eligible,False,1.0,31.88,IPv4,IN,,True,GRIP,,/assets/bonds,/assetdetails/akme-fintrade-ltd./ncd/rcbak260401/2573,,,,,asset_detail_page,60.0,asset_detail_page,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-IN,ip_e4123440a0,,28c0a931-a9af-4643-8805-dc841959acee,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,583ea6fb-116f-4db3-b0db-698cdcb1ee69,Asia/Kolkata,Chrome,Javascript,384,1731965,4g,Android,Madhya Pradesh,Vodafone Idea Ltd,Invest Now Button Clicked,1778318739006.0,,9907,551,384,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 15; 24094RAD4I Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.138 Mobile Safari/537.36",,,,2026-05-09T15:06:02.483+05:30,2026-05-09T15:06:02.485+05:30,Portrait,Bhopal,2026-05-09T15:06:03.478+05:30,2026-05-09T15:30:33.72+05:30,https://www.gripinvest.in/assets/bonds?filter=all,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,16,Phone,ip_e4123440a0,India,/assets/bonds,$direct,2026-05-09T15:06:03.48+05:30,,ip_e4123440a0,,$direct,2,web,https://www.gripinvest.in/assets/bonds?filter=all,,854,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,?filter=all,,,,,Mobile App,,,,/assets,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assets/bonds?filter=all,Corporate Bonds,,True,True,13.25,True,,1.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2296/website/logo/keertana_deallogos_1_2.png,Keertana,,,2626,not eligible,False,1.0,,IPv4,IN,,True,GRIP,,/assets,/assets/bonds,,,,,quick_checkout,36.0,quick_checkout,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-IN,ip_e21930b8c9,,03669b87-00ab-4696-acb5-a3d68687389f,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,4c4c416e-fd75-4ed8-bc42-271868084306,Asia/Kolkata,Chrome,Javascript,432,1197503,4g,Android,West Bengal,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778319046061.0,,30060,874,432,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 16; motorola edge 50 fusion Build/W1UUI36H.110-42; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.111 Mobile Safari/537.36",,,,2026-05-09T15:06:28.313+05:30,2026-05-09T15:06:28.314+05:30,Portrait,Raniganj,2026-05-09T15:06:30.77+05:30,2026-05-09T15:30:33.72+05:30,https://www.gripinvest.in/assetdetails/dar-credit-&-capital-ltd./ncd/rcbdar260401/2528?from=qc,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,29,Phone,ip_e21930b8c9,India,/assetdetails/dar-credit-&-capital-ltd./ncd/rcbdar260401/2528,$direct,2026-05-09T15:06:30.771+05:30,,ip_e21930b8c9,,$direct,2,web,https://www.gripinvest.in/assetdetails/dar-credit-&-capital-ltd./ncd/rcbdar260401/2528?from=qc,Grow your wealth,960,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,?from=qc,,,,,Mobile App,,,,/assets/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/dar-credit-&-capital-ltd./ncd/rcbdar260401/2528?from=qc,Corporate Bonds,,True,True,13.65,True,False,3.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2276/website/logo/dar_credit_1.png,Dar Credit & Capital Ltd.,,,2528,eligible,False,1.0,24.0,IPv4,IN,,True,GRIP,,/assets/bonds,/assetdetails/dar-credit-&-capital-ltd./ncd/rcbdar260401/2528,,,,,asset_detail_page,74.0,quick_checkout,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
hi-IN,ip_3fb4f5106a,app.digio.in,b7998fb1-4538-43af-95a2-f90333343d31,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,bd7f72ea-83a1-40e6-ac75-e6be70357240,Asia/Kolkata,Chrome,Javascript,360,1849430,4g,Android,Madhya Pradesh,Bharti Airtel Ltd. AS for GPRS Service,Invest Now Button Clicked,1778319038252.0,,99218,720,360,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 15; CPH2721 Build/AP3A.240617.008; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.120 Mobile Safari/537.36",,,,2026-05-09T15:06:36.831+05:30,2026-05-09T15:06:36.835+05:30,Portrait,Bhopal,2026-05-09T15:06:38.766+05:30,2026-05-09T15:30:33.72+05:30,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260402/2607,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,35,Phone,ip_3fb4f5106a,India,/assetdetails/best-capital-services-limited/ncd/rcbbc260402/2607,$direct,2026-05-09T15:06:38.77+05:30,,ip_3fb4f5106a,,https://app.digio.in/,3,web,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260402/2607,Grow your wealth,804,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,,,,,,Mobile App,,,,/user-kyc,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260402/2607,Corporate Bonds,,True,True,14.25,True,False,10.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2505/website/logo/best_capital3x.png,BEST CAPITAL SERVICES LIMITED,,,2607,eligible,False,1.0,84.78,IPv4,IN,,False,GRIP,,/user-kyc,/assetdetails/best-capital-services-limited/ncd/rcbbc260402/2607,,,,,asset_detail_page,,,,,,not_eligible,,,True,,False,False,,
en-IN,ip_f414abfa0b,www.gripinvest.in,091738ba-aa83-4978-8f67-e8bdd4bffb62,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,a2bfb563-21ee-4bb8-8a9c-2aaf7c003bd5,Asia/Kolkata,Chrome,Javascript,1366,1232550,4g,Windows,Tamil Nadu,"Bharti Airtel Ltd., Telemedia Services",Invest Now Button Clicked,1778318864869.0,,49433,600,1366,POSTGRES,3.11.17,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",,www.google.com,,2026-05-09T15:07:44.278+05:30,2026-05-09T15:07:44.281+05:30,Landscape,Coimbatore,2026-05-09T15:07:40.443+05:30,2026-05-09T15:30:33.72+05:30,https://www.gripinvest.in/assetdetails/akme-fintrade-ltd./ncd/rcbak260401/2573,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,32,Laptop,ip_f414abfa0b,India,/assetdetails/akme-fintrade-ltd./ncd/rcbak260401/2573,https://www.google.com/,2026-05-09T15:07:40.446+05:30,,ip_f414abfa0b,,https://www.gripinvest.in/,1,web,https://www.gripinvest.in/assetdetails/akme-fintrade-ltd./ncd/rcbak260401/2573,Grow your wealth,768,,,,,,,,,,,,,,,,,,,,,,Website,,,,/assets/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/akme-fintrade-ltd./ncd/rcbak260401/2573,Corporate Bonds,Invest Now,True,True,8.8,True,,5.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2573/website/logo/akme_fintradedeallogo.png,Akme Fintrade Ltd.,,,2573,eligible,False,1.0,31.88,IPv4,IN,,True,GRIP,,/assets/bonds,/assetdetails/akme-fintrade-ltd./ncd/rcbak260401/2573,,,,,asset_detail_page,60.0,asset_detail_page,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-IN,ip_b862ba7b68,,452cf4d8-8a36-493d-8a9f-ac4e46c34e1f,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,bf5f8d2f-2da4-4425-a132-2f61a57dc589,Asia/Kolkata,Safari,Javascript,1470,1115485,Unknown,Mac,Punjab,Quadrant Televentures Limited,Invest Now Button Clicked,1778317660056.0,,19773,871,1470,POSTGRES,3.11.17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",,,,2026-05-09T15:08:31.886+05:30,2026-05-09T15:08:31.886+05:30,Landscape,Patiāla,2026-05-09T15:08:32.142+05:30,2026-05-09T15:30:33.72+05:30,https://www.gripinvest.in/assetdetails/akme-fintrade-ltd./ncd/rcbak260401/2573,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,32,Laptop,ip_ff1e5c4199,India,/assetdetails/akme-fintrade-ltd./ncd/rcbak260401/2573,$direct,2026-05-09T15:08:32.142+05:30,,ip_ff1e5c4199,,$direct,2,web,https://www.gripinvest.in/assetdetails/akme-fintrade-ltd./ncd/rcbak260401/2573,Grow your wealth,956,,,,,,,,,,,,,,,,,,,,,,Website,,,,/assets/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/akme-fintrade-ltd./ncd/rcbak260401/2573,Corporate Bonds,Invest Now,True,True,8.8,True,,2.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2573/website/logo/akme_fintradedeallogo.png,Akme Fintrade Ltd.,,,2573,eligible,False,1.0,31.88,IPv4,IN,,True,GRIP,,/assets/bonds,/assetdetails/akme-fintrade-ltd./ncd/rcbak260401/2573,,,,,asset_detail_page,61.0,asset_detail_page,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-us,ip_822272ed24,www.gripinvest.in,80984550-3417-46fa-beb4-60077c55103b,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,a80eaeb9-dec1-450b-b391-12650ac017e9,Asia/Kolkata,Chrome,Javascript,360,1291030,4g,Android,Maharashtra,TATA PLAY BROADBAND PRIVATE LIMITED,Invest Now Button Clicked,1778318603858.0,,49112,664,360,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 14; MT2111 Build/UKQ1.230924.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36",,,,2026-05-09T15:10:38.294+05:30,2026-05-09T15:10:38.297+05:30,Portrait,Pune,2026-05-09T15:10:38.868+05:30,2026-05-09T15:30:33.72+05:30,https://www.gripinvest.in/assetdetails/Paisalo/ncd/RCBPSL260302/2512,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,28,Phone,ip_822272ed24,India,/assetdetails/Paisalo/ncd/RCBPSL260302/2512,$direct,2026-05-09T15:10:38.871+05:30,,ip_822272ed24,,https://www.gripinvest.in/external-ui/aacfd328-5ab0-47c9-a745-8b345baf9f1e?partner_id=PAR00394IFA&utm_source=ET+money&utm_medium=connect&utm_campaign=gc,3,web,https://www.gripinvest.in/assetdetails/Paisalo/ncd/RCBPSL260302/2512,Grow your wealth,800,Not received,Not received,,Not received,ET money,Not received,Not received,gc,Not received,connect,Not received,Not received,?partner_id=PAR00394IFA&utm_source=ET+money&utm_medium=connect&utm_campaign=gc,Not received,Not received,Not received,,,,,,Website,ET money,PVT6R3FL,394.0,,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/Paisalo/ncd/RCBPSL260302/2512,Corporate Bonds,,True,True,10.5,True,False,5.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/1717/website/logo/paisalo.png,Paisalo,,,2512,eligible,False,1.0,9.99,IPv4,IN,,False,ET money,,direct,/assetdetails/Paisalo/ncd/RCBPSL260302/2512,,,,,asset_detail_page,,,,,,gc_excluded,,,True,394.0,False,False,PVT6R3FL,ET money
en-US,ip_2b8d26a8c8,www.gripinvest.in,1d24eaaf-199e-4125-b272-dce59574b2fb,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,46b79698-0c3f-463f-bbc0-18731bf7a09b,Asia/Kolkata,Edge,Javascript,1272,1196871,4g,Windows,Maharashtra,Gazon Communications India Limited,Invest Now Button Clicked,1778319013613.0,,10112,668,1280,POSTGRES,3.11.17,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",,,,2026-05-09T15:10:42.875+05:30,2026-05-09T15:10:42.876+05:30,Landscape,Pune,2026-05-09T15:10:39.307+05:30,2026-05-09T15:30:33.72+05:30,https://www.gripinvest.in/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260402/2606,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,23,Laptop,ip_2b8d26a8c8,India,/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260402/2606,$direct,2026-05-09T15:10:39.308+05:30,,ip_2b8d26a8c8,,https://www.gripinvest.in/,1,web,https://www.gripinvest.in/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260402/2606,Grow your wealth,800,,,,,,,,,,,,,,,,,,,,,,Website,,,,/assets/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260402/2606,Corporate Bonds,Invest Now,True,True,13.5,True,False,1.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2455/website/logo/unifinz_capital_1.png,UNIFINZ CAPITAL INDIA LIMITED,,,2606,eligible,False,1.0,9.76,IPv4,IN,,True,GRIP,,/assets/bonds,/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260402/2606,,,,,asset_detail_page,49.0,asset_detail_page,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-US,ip_d1ffb92912,,0ad558f2-eae9-431c-8534-d85dbc8ae2f6,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,b4554bcf-0c23-4d7e-aaa3-0d846e62df1e,Asia/Kolkata,Chrome,Javascript,360,1635729,4g,Android,Karnataka,Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA,Invest Now Button Clicked,1778319064964.0,,101126,728,360,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 14; CPH2423 Build/UKQ1.230924.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.138 Mobile Safari/537.36",,,,2026-05-09T15:10:45.706+05:30,2026-05-09T15:10:45.709+05:30,Portrait,Bengaluru,2026-05-09T15:10:46.4+05:30,2026-05-09T15:30:33.72+05:30,https://www.gripinvest.in/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260402/2606?from=qc,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,23,Phone,ip_d1ffb92912,India,/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260402/2606,$direct,2026-05-09T15:10:46.403+05:30,,ip_d1ffb92912,,$direct,3,web,https://www.gripinvest.in/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260402/2606?from=qc,Grow your wealth,804,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,?from=qc,,,,,Mobile App,,,,/assets/category/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260402/2606?from=qc,Corporate Bonds,,True,True,13.5,True,False,10.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2455/website/logo/unifinz_capital_1.png,UNIFINZ CAPITAL INDIA LIMITED,,,2606,eligible,False,1.0,9.76,IPv4,IN,,True,GRIP,,/assets/category/bonds,/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260402/2606,,,,,asset_detail_page,69.0,quick_checkout,,asset_type_list,bond,not_eligible,treatment,invested,True,,True,True,,
en-IN,ip_b862ba7b68,api.cashfree.com,8f5e0227-7683-4cda-950f-6aeb4b389ce9,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,bf5f8d2f-2da4-4425-a132-2f61a57dc589,Asia/Kolkata,Safari,Javascript,1470,1115485,Unknown,Mac,Punjab,Quadrant Televentures Limited,Invest Now Button Clicked,1778317660056.0,,19724,871,1470,POSTGRES,3.11.17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",,,,2026-05-09T15:10:55.614+05:30,2026-05-09T15:10:55.614+05:30,Landscape,Patiāla,2026-05-09T15:10:55.861+05:30,2026-05-09T15:30:33.72+05:30,https://www.gripinvest.in/assetdetails/indel/ncd/rcbim260301/2500,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,23,Laptop,ip_ff1e5c4199,India,/assetdetails/indel/ncd/rcbim260301/2500,$direct,2026-05-09T15:10:55.861+05:30,,ip_ff1e5c4199,,https://api.cashfree.com/,2,web,https://www.gripinvest.in/assetdetails/indel/ncd/rcbim260301/2500,Grow your wealth,956,,,,,,,,,,,,,,,,,,,,,,Website,,,,/assets/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/indel/ncd/rcbim260301/2500,Corporate Bonds,Invest Now,True,True,11.25,True,False,2.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2500/website/logo/indel2.png,Indel,,,2500,eligible,False,1.0,8.12,IPv4,IN,,True,GRIP,,/assets/bonds,/assetdetails/indel/ncd/rcbim260301/2500,,,,,asset_detail_page,61.0,asset_detail_page,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
